Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Pt_Chr0204027	specific	461775	10	147	3.64877e-67	202.95	pfam05903	Peptidase_C97	 - 	cl05462
Pt_Chr0204030	specific	271036	84	426	0	560.646	cd14134	PKc_CLK	 - 	cl21453
Pt_Chr0204031	superfamily	475120	829	1057	6.52854e-70	234.493	cl28899	DEAD-like_helicase_N superfamily	 - 	 - 
Pt_Chr0204031	specific	440319	823	1341	4.43354e-55	205.074	COG0553	HepA	N	cl33945
Pt_Chr0204031	superfamily	223039	2	176	8.74093e-05	47.0881	cl33723	PHA03307 superfamily	C	 - 
Pt_Chr0204033	specific	367370	103	745	1.24196e-146	442.528	pfam03169	OPT	 - 	cl14607
Pt_Chr0204034	specific	165847	6	511	0	882.527	PLN02203	PLN02203	 - 	cl11961
Pt_Chr0204035	specific	239511	39	120	8.00983e-45	140.753	cd03419	GRX_GRXh_1_2_like	 - 	cl00388
Pt_Chr0204036	specific	380879	5	45	3.26838e-13	61.9299	cd19821	Bbox1_BBX-like	 - 	cl00034
Pt_Chr0204036	specific	380879	62	104	2.29657e-11	56.9223	cd19821	Bbox1_BBX-like	 - 	cl00034
Pt_Chr0204037	specific	214648	274	325	1.4184e-16	72.8359	smart00401	ZnF_GATA	 - 	cl33384
Pt_Chr0204038	specific	276825	131	452	5.13996e-161	474.899	cd01374	KISc_CENP_E	 - 	cl22853
Pt_Chr0204038	specific	463424	770	933	3.35169e-93	291.813	pfam11995	DUF3490	 - 	cl13436
Pt_Chr0204041	superfamily	431003	139	219	3.93702e-16	77.6316	cl12374	ATG13 superfamily	N	 - 
Pt_Chr0204042	specific	442196	252	498	3.29672e-21	93.6403	COG2956	LapB	 - 	cl34526
Pt_Chr0204042	specific	436075	139	193	2.67269e-18	78.756	pfam17830	STI1	 - 	cl17974
Pt_Chr0204042	superfamily	443119	9	110	4.89146e-18	87.7413	cl27809	Spy superfamily	C	 - 
Pt_Chr0204042	specific	436075	522	575	7.00435e-14	66.0445	pfam17830	STI1	 - 	cl17974
Pt_Chr0204043	specific	396290	59	331	3.62173e-158	449.047	pfam01650	Peptidase_C13	 - 	cl00042
Pt_Chr0204043	specific	411051	355	476	1.65976e-23	95.4351	cd21115	legumain_C	 - 	cl41234
Pt_Chr0204044	specific	460284	37	143	1.19698e-22	89.4379	pfam01657	Stress-antifung	 - 	cl03296
Pt_Chr0204044	specific	467874	154	245	1.10374e-14	68.5815	cd23509	Gnk2-like	 - 	cl03296
Pt_Chr0204045	specific	460539	9	136	9.90709e-76	229.018	pfam02365	NAM	 - 	cl03558
Pt_Chr0204046	specific	440968	100	201	2.69186e-14	69.1997	COG1357	YjbI	C	cl34238
Pt_Chr0204049	specific	461393	20	212	4.29853e-94	273.404	pfam04690	YABBY	 - 	cl04677
Pt_Chr0204051	specific	459882	8	115	4.21958e-33	115.54	pfam00635	Motile_Sperm	 - 	cl44412
Pt_Chr0204051	specific	441768	196	225	0.00525196	35.2734	COG2165	PulG	C	cl43628
Pt_Chr0204052	specific	310354	142	553	0	536.29	pfam05686	Glyco_transf_90	 - 	cl23835
Pt_Chr0204054	specific	427493	76	181	5.5814e-23	88.0134	pfam03763	Remorin_C	 - 	cl23741
Pt_Chr0204054	specific	367646	15	72	4.43357e-06	42.4138	pfam03766	Remorin_N	 - 	cl04251
Pt_Chr0204055	superfamily	215570	1	80	1.2739e-28	111.993	cl33633	PLN03091 superfamily	C	 - 
Pt_Chr0204056	specific	350698	136	333	5.92264e-139	400.135	cd17940	DEADc_DDX6	 - 	cl28899
Pt_Chr0204056	specific	350174	343	472	6.52193e-57	186.559	cd18787	SF2_C_DEAD	 - 	cl38936
Pt_Chr0204057	superfamily	215570	10	161	6.9463e-57	189.803	cl33633	PLN03091 superfamily	C	 - 
Pt_Chr0204058	specific	188824	6	68	3.78732e-36	121.033	cd09440	LIM1_SF3	 - 	cl02475
Pt_Chr0204058	superfamily	413332	106	166	5.38316e-32	110.638	cl02475	LIM superfamily	 - 	 - 
Pt_Chr0204059	specific	176014	52	171	3.16804e-60	183.688	cd04049	C2_putative_Elicitor-responsive_gene	 - 	cl14603
Pt_Chr0204060	superfamily	462528	330	379	9.08932e-08	48.6682	cl07270	DUF1771 superfamily	 - 	 - 
Pt_Chr0204061	specific	439255	41	164	2.51286e-66	202.081	cd22275	DPBB_EXPB_N	 - 	cl41724
Pt_Chr0204061	specific	460173	172	235	3.62559e-18	76.4534	pfam01357	Expansin_C	 - 	cl47655
Pt_Chr0204063	specific	319823	249	365	8.32573e-19	83.4137	cd07521	HAD_FCP1-like	N	cl21460
Pt_Chr0204063	specific	425434	704	767	9.03019e-09	52.6175	pfam00035	dsrm	 - 	cl00054
Pt_Chr0204063	specific	214634	832	894	1.113e-05	43.7909	smart00358	DSRM	 - 	cl00054
Pt_Chr0204064	superfamily	475233	303	623	8.12241e-36	137.081	cl29593	WD40 superfamily	 - 	 - 
Pt_Chr0204066	specific	185769	29	361	3.69998e-135	389.064	cd09246	BRO1_Alix_like_1	 - 	cl14649
Pt_Chr0204069	superfamily	215178	2	93	1.35999e-34	124.115	cl33460	PLN02312 superfamily	C	 - 
Pt_Chr0204072	specific	215442	740	1123	0	732.474	PLN02827	PLN02827	 - 	cl33574
Pt_Chr0204072	superfamily	368150	498	708	8.39058e-45	161.986	cl15513	DUF639 superfamily	 - 	 - 
Pt_Chr0204073	superfamily	472700	146	501	3.17246e-61	205.276	cl14649	BRO1_Alix_like superfamily	 - 	 - 
Pt_Chr0204074	superfamily	473070	122	228	4.9708e-49	156.349	cl17171	PH-like superfamily	 - 	 - 
Pt_Chr0204075	superfamily	473070	116	225	4.46721e-53	166.364	cl17171	PH-like superfamily	 - 	 - 
Pt_Chr0204077	specific	463015	43	165	4.89726e-72	212.896	pfam10238	Eapp_C	 - 	cl20393
Pt_Chr0204078	specific	178120	6	351	0	706.14	PLN02504	PLN02504	 - 	cl11424
Pt_Chr0204079	specific	178120	7	339	0	680.332	PLN02504	PLN02504	 - 	cl11424
Pt_Chr0204080	specific	178120	7	339	0	691.117	PLN02504	PLN02504	 - 	cl11424
Pt_Chr0204081	specific	239719	6	231	1.47414e-162	448.309	cd03750	proteasome_alpha_type_2	 - 	cl00467
Pt_Chr0204082	specific	467432	1	77	4.37881e-63	186.985	cd23812	UBCc_ScPEX4-like	N	cl49610
Pt_Chr0204083	superfamily	459815	3	300	2.68603e-81	251.772	cl47550	Peptidase_S10 superfamily	N	 - 
Pt_Chr0204084	specific	380935	151	379	5.35068e-52	170.83	cd10537	SET_SETD9	 - 	cl40432
Pt_Chr0204085	specific	178955	80	274	3.04288e-143	402.62	PRK00277	clpP	 - 	cl23717
Pt_Chr0204089	superfamily	227560	383	640	3.94551e-38	142.035	cl34949	RFA2 superfamily	 - 	 - 
Pt_Chr0204089	superfamily	227560	77	340	4.81347e-38	141.65	cl34949	RFA2 superfamily	 - 	 - 
Pt_Chr0204091	specific	367370	20	527	1.88078e-124	378.585	pfam03169	OPT	 - 	cl14607
Pt_Chr0204092	specific	320085	513	609	5.41148e-19	83.4021	cd16169	Tau138_eWH	 - 	cl28879
Pt_Chr0204092	specific	367858	113	199	5.73931e-17	76.905	pfam04182	B-block_TFIIIC	 - 	cl46857
Pt_Chr0204093	superfamily	166698	27	586	0	619.713	cl31552	PLN03059 superfamily	C	 - 
Pt_Chr0204095	specific	153290	57	236	5.2815e-77	247.019	cd07606	BAR_SFC_plant	 - 	cl12013
Pt_Chr0204095	specific	350058	489	609	9.42196e-51	172.684	cd08204	ArfGap	 - 	cl28907
Pt_Chr0204095	specific	270070	316	448	9.41818e-34	124.639	cd13250	PH_ACAP	 - 	cl17171
Pt_Chr0204095	specific	440430	691	779	3.20102e-11	64.9753	COG0666	ANKYR	N	cl34000
Pt_Chr0204096	superfamily	178487	39	645	0	908.4	cl31947	PLN02899 superfamily	 - 	 - 
Pt_Chr0204097	specific	381119	25	137	8.82369e-71	208.374	cd17581	REC_typeA_ARR	 - 	cl19078
Pt_Chr0204098	specific	214713	476	661	1.30113e-39	145.966	smart00543	MIF4G	 - 	cl02652
Pt_Chr0204098	specific	461146	999	1133	3.29019e-39	142.109	pfam04050	Upf2	 - 	cl04380
Pt_Chr0204098	specific	214713	676	868	6.88985e-35	132.099	smart00543	MIF4G	 - 	cl02652
Pt_Chr0204098	superfamily	413423	65	249	1.4092e-08	56.2147	cl02652	MIF4G superfamily	 - 	 - 
Pt_Chr0204100	specific	381119	23	135	4.17355e-71	209.144	cd17581	REC_typeA_ARR	 - 	cl19078
Pt_Chr0204101	specific	214713	476	661	1.64075e-39	145.581	smart00543	MIF4G	 - 	cl02652
Pt_Chr0204101	specific	461146	989	1123	1.89494e-39	142.879	pfam04050	Upf2	 - 	cl04380
Pt_Chr0204101	specific	214713	676	877	1.13011e-36	137.492	smart00543	MIF4G	 - 	cl02652
Pt_Chr0204101	superfamily	413423	65	249	1.62315e-08	55.8295	cl02652	MIF4G superfamily	 - 	 - 
Pt_Chr0204105	superfamily	420004	7	116	3.59454e-22	86.844	cl23783	PsbQ superfamily	N	 - 
Pt_Chr0204106	specific	401882	281	331	3.19431e-22	88.4598	pfam10058	zinc_ribbon_10	 - 	cl23974
Pt_Chr0204108	superfamily	215534	15	345	1.77822e-73	230.91	cl33617	PLN02984 superfamily	 - 	 - 
Pt_Chr0204109	specific	395240	36	80	1.22597e-09	48.4255	pfam00304	Gamma-thionin	 - 	cl11589
Pt_Chr0204110	specific	395240	36	80	9.76404e-09	46.1143	pfam00304	Gamma-thionin	 - 	cl11589
Pt_Chr0204112	specific	395174	32	269	9.52096e-95	278.817	pfam00230	MIP	 - 	cl00200
Pt_Chr0204114	superfamily	215534	15	345	1.98079e-73	230.91	cl33617	PLN02984 superfamily	 - 	 - 
Pt_Chr0204115	specific	395240	36	80	1.22597e-09	48.4255	pfam00304	Gamma-thionin	 - 	cl11589
Pt_Chr0204116	specific	395240	36	80	9.76404e-09	46.1143	pfam00304	Gamma-thionin	 - 	cl11589
Pt_Chr0204120	specific	395174	32	269	3.52449e-95	279.587	pfam00230	MIP	 - 	cl00200
Pt_Chr0204121	specific	428981	262	345	3.69674e-42	147.303	pfam06507	Auxin_resp	 - 	cl05824
Pt_Chr0204121	specific	396783	118	219	7.02883e-27	105.147	pfam02362	B3	 - 	cl15242
Pt_Chr0204122	superfamily	474852	88	292	5.34057e-10	59.6106	cl26744	TPT superfamily	N	 - 
Pt_Chr0204123	specific	237999	485	616	1.89407e-14	70.0474	cd00038	CAP_ED	 - 	cl00047
Pt_Chr0204123	superfamily	215625	140	503	3.35084e-09	60.2669	cl33658	PLN03192 superfamily	C	 - 
Pt_Chr0204124	specific	215251	32	736	0	1484.56	PLN02457	PLN02457	 - 	cl00013
Pt_Chr0204125	specific	215251	1	704	0	1453.74	PLN02457	PLN02457	 - 	cl00013
Pt_Chr0204127	specific	178163	14	345	0	712.257	PLN02548	PLN02548	 - 	cl00192
Pt_Chr0204128	superfamily	473864	8	279	2.07777e-94	279.361	cl21453	PKc_like superfamily	 - 	 - 
Pt_Chr0204129	superfamily	453097	8	487	0	850.306	cl30787	PRK10674 superfamily	 - 	 - 
Pt_Chr0204132	specific	133018	38	278	1.25242e-78	246.789	cd02537	GT8_Glycogenin	 - 	cl11394
Pt_Chr0204133	superfamily	178751	5	146	1.06064e-60	191.444	cl31985	PLN03212 superfamily	C	 - 
Pt_Chr0204134	specific	270968	436	706	1.61588e-85	271.839	cd14066	STKc_IRAK	 - 	cl21453
Pt_Chr0204134	specific	238011	307	350	1.79275e-08	50.713	cd00054	EGF_CA	 - 	cl21504
Pt_Chr0204134	specific	464052	27	90	2.5985e-06	45.354	pfam13947	GUB_WAK_bind	 - 	cl16494
Pt_Chr0204135	specific	270968	431	703	5.38318e-88	278.387	cd14066	STKc_IRAK	 - 	cl21453
Pt_Chr0204135	specific	238011	301	345	5.52059e-08	49.1722	cd00054	EGF_CA	 - 	cl21504
Pt_Chr0204135	specific	464052	28	91	1.26829e-06	46.1244	pfam13947	GUB_WAK_bind	 - 	cl16494
Pt_Chr0204136	superfamily	444800	39	457	0	648.204	cl00268	class_II_aaRS-like_core superfamily	 - 	 - 
Pt_Chr0204139	specific	409817	165	247	2.2237e-56	175.931	cd12383	RRM_RBM42	 - 	cl17169
Pt_Chr0204140	specific	462575	23	161	9.84764e-65	196.183	pfam08718	GLTP	 - 	cl07367
Pt_Chr0204141	superfamily	240252	3	126	1.04929e-33	114.47	cl44317	PTZ00065 superfamily	 - 	 - 
Pt_Chr0204143	superfamily	473864	11	253	0	521.158	cl21453	PKc_like superfamily	 - 	 - 
Pt_Chr0204145	specific	177736	1	419	0	821.3	PLN00124	PLN00124	 - 	cl31828
Pt_Chr0204146	specific	215513	148	495	0	720.001	PLN02951	PLN02951	 - 	cl47076
Pt_Chr0204147	specific	215513	148	495	0	717.305	PLN02951	PLN02951	 - 	cl47076
Pt_Chr0204148	superfamily	469578	53	339	1.24859e-77	251.534	cl00013	Lyase_I_like superfamily	C	 - 
Pt_Chr0204149	specific	215251	1	704	0	1456.05	PLN02457	PLN02457	 - 	cl00013
Pt_Chr0204150	superfamily	282904	404	815	2.8886e-06	51.4556	cl37540	Herpes_BLLF1 superfamily	N	 - 
Pt_Chr0204151	specific	178163	11	342	0	710.716	PLN02548	PLN02548	 - 	cl00192
Pt_Chr0204152	specific	270687	8	276	7.54432e-97	285.524	cd05117	STKc_CAMK	 - 	cl21453
Pt_Chr0204154	superfamily	453097	8	487	0	853.772	cl30787	PRK10674 superfamily	 - 	 - 
Pt_Chr0204155	specific	133018	38	278	1.43644e-79	249.1	cd02537	GT8_Glycogenin	 - 	cl11394
Pt_Chr0204156	superfamily	453097	8	487	0	852.617	cl30787	PRK10674 superfamily	 - 	 - 
Pt_Chr0204157	specific	133018	38	278	6.496e-80	250.256	cd02537	GT8_Glycogenin	 - 	cl11394
Pt_Chr0204158	superfamily	178751	5	146	1.60166e-60	191.059	cl31985	PLN03212 superfamily	C	 - 
Pt_Chr0204159	superfamily	215570	1	116	2.03366e-61	199.818	cl33633	PLN03091 superfamily	C	 - 
Pt_Chr0204160	superfamily	178751	4	168	7.94564e-62	194.14	cl31985	PLN03212 superfamily	C	 - 
Pt_Chr0204161	specific	270968	436	706	5.74295e-86	272.994	cd14066	STKc_IRAK	 - 	cl21453
Pt_Chr0204161	specific	238011	307	350	1.79275e-08	50.713	cd00054	EGF_CA	 - 	cl21504
Pt_Chr0204161	specific	464052	27	90	2.49853e-06	45.354	pfam13947	GUB_WAK_bind	 - 	cl16494
Pt_Chr0204163	specific	270968	431	703	5.38318e-88	278.387	cd14066	STKc_IRAK	 - 	cl21453
Pt_Chr0204163	specific	238011	301	345	6.52069e-08	49.1722	cd00054	EGF_CA	 - 	cl21504
Pt_Chr0204163	specific	464052	28	91	1.33202e-06	46.1244	pfam13947	GUB_WAK_bind	 - 	cl16494
Pt_Chr0204164	superfamily	444800	39	187	3.84148e-62	202.143	cl00268	class_II_aaRS-like_core superfamily	C	 - 
Pt_Chr0204168	superfamily	367291	25	74	2.99336e-11	54.7526	cl03830	Transposase_24 superfamily	C	 - 
Pt_Chr0204174	specific	432496	308	526	2.15088e-54	189.726	pfam12348	CLASP_N	 - 	cl20455
Pt_Chr0204174	specific	460773	208	238	0.00461405	35.9673	pfam02985	HEAT	 - 	cl46509
Pt_Chr0204174	specific	441023	76	234	0.00905737	38.0712	COG1413	HEAT	 - 	cl34257
Pt_Chr0204175	superfamily	449333	5	703	2.42382e-126	390.772	cl14607	OPT superfamily	 - 	 - 
Pt_Chr0204176	superfamily	470049	30	121	2.53711e-43	143.91	cl01053	SGNH_hydrolase superfamily	C	 - 
Pt_Chr0204177	specific	440798	109	775	0	905.918	COG1185	Pnp	 - 	cl34166
Pt_Chr0204177	specific	197648	942	1004	3.77435e-06	45.2871	smart00316	S1	 - 	cl09927
Pt_Chr0204178	superfamily	286847	25	77	8.51321e-19	73.8992	cl10782	MRP-L27 superfamily	C	 - 
Pt_Chr0204180	specific	465579	358	501	1.52353e-79	251.308	pfam17942	Morc6_S5	 - 	cl39387
Pt_Chr0204180	superfamily	469604	116	240	1.98205e-44	155.645	cl00075	HATPase superfamily	 - 	 - 
Pt_Chr0204180	superfamily	214922	686	776	1.64597e-05	45.267	cl33403	OmpH superfamily	C	 - 
Pt_Chr0204186	superfamily	451392	125	192	7.0929e-25	99.0888	cl22428	E1_enzyme_family superfamily	C	 - 
Pt_Chr0204186	specific	396783	67	137	3.19332e-09	53.1454	pfam02362	B3	C	cl15242
Pt_Chr0204186	superfamily	181156	125	268	0.000644166	40.8467	cl32248	PRK07878 superfamily	C	 - 
Pt_Chr0204188	superfamily	473134	32	135	7.42603e-57	184.526	cl19078	REC superfamily	 - 	 - 
Pt_Chr0204188	specific	461849	442	484	6.45996e-19	79.849	pfam06203	CCT	 - 	cl39177
Pt_Chr0204190	superfamily	215570	14	115	1.29454e-46	161.298	cl33633	PLN03091 superfamily	C	 - 
Pt_Chr0204191	specific	238743	260	431	1.50877e-52	178.738	cd01466	vWA_C3HC4_type	 - 	cl00057
Pt_Chr0204191	specific	464221	606	679	2.04149e-23	93.8312	pfam14624	Vwaint	 - 	cl20594
Pt_Chr0204191	specific	438476	76	126	1.20738e-20	85.7097	cd23114	RING-H2_WAVH2	 - 	cl17238
Pt_Chr0204192	superfamily	480736	62	88	0.00232461	34.6863	cl46396	zf-GRF superfamily	N	 - 
Pt_Chr0204193	specific	433612	1	54	2.66998e-15	69.9941	pfam13966	zf-RVT	N	cl16506
Pt_Chr0204193	superfamily	449355	179	292	1.38096e-11	60.7424	cl14782	RNase_H_like superfamily	 - 	 - 
Pt_Chr0204196	specific	380356	37	106	9.55277e-30	101.118	cd02227	cupin_TM1112-like	 - 	cl40423
Pt_Chr0204197	specific	380936	397	637	2.06832e-76	243.817	cd10538	SET_SETDB-like	 - 	cl40432
Pt_Chr0204197	superfamily	235582	349	388	0.00559262	40.0882	cl35374	valS superfamily	NC	 - 
Pt_Chr0204198	superfamily	166510	1	617	0	926.171	cl31549	PLN02869 superfamily	 - 	 - 
Pt_Chr0204201	superfamily	473075	33	82	4.64668e-22	88.2465	cl17238	RING_Ubox superfamily	 - 	 - 
Pt_Chr0204201	specific	239078	291	346	2.09909e-10	55.816	cd02338	ZZ_PCMF_like	 - 	cl00295
Pt_Chr0204201	superfamily	473075	171	212	5.44012e-08	48.8022	cl17238	RING_Ubox superfamily	 - 	 - 
Pt_Chr0204201	superfamily	227481	143	232	9.32992e-05	43.5252	cl27117	COG5152 superfamily	N	 - 
Pt_Chr0204202	specific	177965	77	283	1.04053e-146	409.853	PLN02331	PLN02331	 - 	cl00395
Pt_Chr0204204	superfamily	473864	11	253	0	521.158	cl21453	PKc_like superfamily	 - 	 - 
Pt_Chr0204206	specific	462331	185	303	3.62376e-48	157.76	pfam07986	TBCC	 - 	cl29757
Pt_Chr0204206	specific	465258	14	124	4.36333e-20	84.2439	pfam16752	TBCC_N	 - 	cl25087
Pt_Chr0204207	specific	206651	17	220	1.22152e-86	259.005	cd01852	AIG1	 - 	cl38936
Pt_Chr0204207	superfamily	442818	237	320	0.000265638	40.2238	cl34642	DivIVA superfamily	N	 - 
Pt_Chr0204208	specific	433612	161	242	8.66273e-20	80.7797	pfam13966	zf-RVT	 - 	cl16506
Pt_Chr0204209	specific	428981	182	246	6.46346e-33	120.725	pfam06507	Auxin_resp	N	cl05824
Pt_Chr0204209	superfamily	460529	456	542	3.57988e-10	59.5861	cl03528	AUX_IAA superfamily	N	 - 
Pt_Chr0204209	superfamily	449517	122	188	2.28365e-07	49.2934	cl15242	BfiI_C_EcoRII_N_B3 superfamily	C	 - 
Pt_Chr0204210	specific	438124	41	84	4.13071e-19	76.1449	cd16461	RING-H2_EL5-like	 - 	cl17238
Pt_Chr0204210	superfamily	227568	20	131	5.04134e-09	54.5913	cl34953	HRD1 superfamily	NC	 - 
Pt_Chr0204212	specific	211321	552	634	1.27267e-36	131.531	cd11608	eIF2D_C	 - 	cl00229
Pt_Chr0204212	specific	409298	136	218	4.21182e-32	118.823	cd21156	PUA_eIF2d-like	 - 	cl41741
Pt_Chr0204212	superfamily	436077	48	134	4.0552e-15	70.6789	cl38935	Pre-PUA superfamily	 - 	 - 
Pt_Chr0204213	specific	443365	23	213	2.14104e-59	187.697	COG4221	YdfG	 - 	cl34739
Pt_Chr0204214	specific	381119	15	137	4.38866e-66	200.285	cd17581	REC_typeA_ARR	 - 	cl19078
Pt_Chr0204215	superfamily	445960	88	536	4.38016e-160	470.982	cl02915	Voltage_gated_ClC superfamily	 - 	 - 
Pt_Chr0204215	specific	341367	539	713	5.00358e-30	114.539	cd04591	CBS_pair_voltage-gated_CLC_euk_bac	 - 	cl15354
Pt_Chr0204216	specific	215059	212	602	0	556.938	PLN00111	PLN00111	 - 	cl33412
Pt_Chr0204220	superfamily	473864	170	436	1.54819e-100	309.88	cl21453	PKc_like superfamily	 - 	 - 
Pt_Chr0204224	specific	462302	106	253	3.8315e-80	250.145	pfam07887	Calmodulin_bind	 - 	cl06775
Pt_Chr0204224	specific	466600	265	331	5.25672e-42	145.792	pfam20451	Calmod_bind_M	 - 	cl48606
Pt_Chr0204224	specific	466601	336	398	1.55633e-21	88.3651	pfam20452	Calmod_bind_C	 - 	cl48607
Pt_Chr0204225	superfamily	460801	12	446	0	559.581	cl03887	Mlo superfamily	 - 	 - 
Pt_Chr0204226	superfamily	460801	12	454	0	556.5	cl03887	Mlo superfamily	 - 	 - 
Pt_Chr0204227	specific	441687	1	284	7.57923e-104	304.345	COG2084	MmsB	 - 	cl34402
Pt_Chr0204228	superfamily	273527	12	185	2.7703e-73	219.89	cl36856	maiA superfamily	 - 	 - 
Pt_Chr0204229	specific	463480	20	147	5.76666e-81	239.089	pfam12165	Alfin	 - 	cl13583
Pt_Chr0204229	specific	277085	206	255	2.78346e-28	102.188	cd15613	PHD_AL_plant	 - 	cl22851
Pt_Chr0204230	superfamily	450240	142	496	1.36529e-83	263.295	cl18945	AAT_I superfamily	 - 	 - 
Pt_Chr0204231	specific	440488	196	279	4.77318e-34	118.662	COG0724	RRM	 - 	cl34019
Pt_Chr0204231	superfamily	473069	81	159	4.75374e-29	105.58	cl17169	RRM_SF superfamily	 - 	 - 
Pt_Chr0204235	specific	440297	40	457	3.35974e-50	177.012	COG0531	PotE	 - 	cl43169
Pt_Chr0204236	specific	426051	34	215	7.66726e-55	173.256	pfam01105	EMP24_GP25L	 - 	cl03099
Pt_Chr0204237	specific	99738	137	504	2.56066e-176	500.191	cd00614	CGS_like	 - 	cl18945
Pt_Chr0204240	superfamily	367291	38	81	0.0097861	33.9519	cl03830	Transposase_24 superfamily	NC	 - 
Pt_Chr0204243	specific	440832	221	607	0	611.667	COG1219	ClpX	 - 	cl34188
Pt_Chr0204244	specific	461210	49	156	1.17676e-34	117.592	pfam04178	Got1	 - 	cl02130
Pt_Chr0204245	superfamily	215116	2	379	1.33902e-86	270.194	cl40780	PLN02172 superfamily	 - 	 - 
Pt_Chr0204246	superfamily	460856	103	175	3.80568e-17	72.3795	cl03954	LEA_3 superfamily	N	 - 
Pt_Chr0204247	superfamily	469605	280	409	3.74064e-22	90.5792	cl00081	bHLH_SF superfamily	 - 	 - 
Pt_Chr0204247	specific	459628	290	385	6.69216e-05	40.5209	pfam00010	HLH	 - 	cl47478
Pt_Chr0204249	specific	215503	12	180	5.28166e-110	310.988	PLN02931	PLN02931	 - 	cl00335
Pt_Chr0204250	specific	212475	12	82	1.18635e-34	114.536	cd01728	LSm1	 - 	cl00259
Pt_Chr0204252	specific	461222	181	246	8.053e-25	96.989	pfam04195	Transposase_28	 - 	cl04444
Pt_Chr0204252	specific	443500	385	427	0.00240894	39.8854	COG4372	COG4372	C	cl34756
Pt_Chr0204253	superfamily	178735	2	395	0	611.589	cl31980	PLN03193 superfamily	 - 	 - 
Pt_Chr0204256	specific	239245	108	211	3.72106e-18	76.0576	cd02947	TRX_family	 - 	cl00388
Pt_Chr0204257	specific	238083	53	306	8.82029e-55	182.911	cd00143	PP2Cc	 - 	cl00120
Pt_Chr0204258	specific	465063	2012	2202	4.39745e-46	165.4	pfam16201	NopRA1	 - 	cl24696
Pt_Chr0204258	superfamily	463325	79	386	1.05964e-45	168.952	cl13202	Npa1 superfamily	 - 	 - 
Pt_Chr0204259	specific	400284	80	294	3.02088e-55	179.714	pfam07859	Abhydrolase_3	 - 	cl21494
Pt_Chr0204260	superfamily	473864	312	583	4.06366e-158	454.646	cl21453	PKc_like superfamily	 - 	 - 
Pt_Chr0204260	superfamily	215061	80	186	2.04258e-26	114.945	cl33413	PLN00113 superfamily	NC	 - 
Pt_Chr0204260	specific	462411	30	70	9.0943e-11	56.9191	pfam08263	LRRNT_2	 - 	cl08472
Pt_Chr0204261	specific	440425	168	635	5.5759e-140	419.995	COG0661	AarF	 - 	cl33997
Pt_Chr0204262	superfamily	273116	44	257	1.54341e-11	64.3144	cl36679	coaBC_dfp superfamily	N	 - 
Pt_Chr0204263	specific	442289	220	387	2.46305e-21	93.6821	COG3055	NanM	C	cl34543
Pt_Chr0204263	specific	438923	98	142	7.70943e-13	62.5865	cd22152	F-box_AtAFR-like	 - 	cl45894
Pt_Chr0204264	superfamily	404197	2	62	3.22617e-17	72.4987	cl16198	DUF4057 superfamily	C	 - 
Pt_Chr0204265	superfamily	420019	23	142	2.13834e-09	53.9988	cl23802	Peptidase_C48 superfamily	N	 - 
Pt_Chr0204268	superfamily	449342	29	372	0	518.851	cl14648	Aldose_epim superfamily	 - 	 - 
Pt_Chr0204271	superfamily	273545	44	515	1.61702e-163	472.751	cl26211	GPH_sucrose superfamily	 - 	 - 
Pt_Chr0204272	superfamily	471807	43	221	7.26976e-25	97.191	cl08298	PTZ00007 superfamily	 - 	 - 
Pt_Chr0204274	specific	463576	151	265	6.37778e-45	148.936	pfam12428	DUF3675	 - 	cl13815
Pt_Chr0204274	specific	128983	100	146	1.17578e-18	77.7194	smart00744	RINGv	 - 	cl17238
Pt_Chr0204276	superfamily	215596	6	481	8.09765e-124	374.907	cl27711	PLN03133 superfamily	 - 	 - 
Pt_Chr0204277	superfamily	471961	11	474	3.52547e-85	269.602	cl10013	Glycosyltransferase_GTB-type superfamily	 - 	 - 
Pt_Chr0204278	superfamily	420004	95	214	1.88975e-46	163.446	cl23783	PsbQ superfamily	N	 - 
Pt_Chr0204279	superfamily	470381	7	130	1.13781e-09	52.5656	cl01879	Mpo1-like superfamily	 - 	 - 
Pt_Chr0204280	specific	460539	19	143	1.0987e-74	225.552	pfam02365	NAM	 - 	cl03558
Pt_Chr0204281	superfamily	215570	1	219	1.39491e-75	239.108	cl33633	PLN03091 superfamily	C	 - 
Pt_Chr0204282	superfamily	444915	19	372	2.71786e-54	184.432	cl00456	SLC5-6-like_sbd superfamily	 - 	 - 
Pt_Chr0204283	superfamily	215061	10	603	2.24098e-117	374.57	cl33413	PLN00113 superfamily	C	 - 
Pt_Chr0204285	superfamily	480685	70	99	3.10929e-11	57.7444	cl46345	PMD superfamily	C	 - 
Pt_Chr0204286	specific	277031	624	669	5.94837e-23	92.0573	cd15556	PHD_MMD1_like	 - 	cl22851
Pt_Chr0204287	superfamily	178735	735	1120	7.71077e-173	513.749	cl31980	PLN03193 superfamily	 - 	 - 
Pt_Chr0204287	superfamily	461677	159	686	7.71658e-25	111.371	cl37733	MAD superfamily	 - 	 - 
Pt_Chr0204288	superfamily	473864	66	272	1.32013e-65	209.759	cl21453	PKc_like superfamily	 - 	 - 
Pt_Chr0204290	superfamily	473864	126	298	1.49054e-54	179.006	cl21453	PKc_like superfamily	N	 - 
